client_id,age,sexe,compte_type,solde,nb_transactions_mois,montant_total_mois,transaction_suspecte,fidelite,produit_conso
903,46,M,Courant,3263.41,18,3580.65,0,7,Crédit
904,21,M,Courant,6069.26,18,2001.31,0,6,Crédit
905,27,F,Épargne,-271.5,22,2048.43,0,14,Assurance
906,34,F,Épargne,5006.75,17,2272.59,0,13,Carte
907,27,M,Épargne,5655.64,14,1339.05,0,13,Assurance
908,34,F,Courant,6848.54,19,1196.4,0,5,Placement
909,37,F,Épargne,2972.21,12,602.57,0,4,Assurance
910,41,M,Épargne,5171.37,25,2935.94,0,13,Carte
911,22,M,Courant,3149.15,19,3335.06,0,4,Carte
912,51,F,Épargne,5510.77,26,3532.03,0,12,Placement
913,23,M,Épargne,3209.31,21,4197.5,0,9,Crédit
914,19,M,Courant,4183.8,19,1767.51,0,1,Carte
915,30,M,Courant,3008.37,21,1933.43,0,12,Carte
916,60,F,Courant,6302.27,24,1775.1,0,14,Carte
917,60,F,Courant,6716.9,15,1119.14,0,3,Placement
918,65,M,Premium,4530.76,15,1391.67,0,7,Carte
919,28,F,Épargne,5076.48,21,3547.45,0,7,Crédit
920,68,M,Épargne,2102.82,21,3903.13,0,10,Placement
921,64,F,Courant,4400.65,18,3532.74,0,0,Crédit
922,40,M,Courant,4899.59,21,1781.71,0,1,Carte
923,33,M,Épargne,10241.59,22,4008.28,0,4,Carte
924,48,F,Épargne,2776.07,23,2282.48,0,8,Crédit
925,28,M,Courant,7928.35,16,1070.82,0,9,Placement
926,33,F,Épargne,6993.72,14,2527.05,0,10,Placement
927,25,F,Épargne,5561.27,22,3199.15,0,11,Crédit
928,21,M,Courant,8517.24,15,1120.64,0,12,Carte
929,57,M,Courant,5744.21,25,2861.87,0,10,Assurance
930,21,F,Épargne,5778.32,22,2047.95,0,6,Crédit
931,42,M,Courant,4893.76,11,1765.71,0,9,Crédit
932,20,M,Courant,7447.14,25,2950.31,0,4,Crédit
933,49,M,Courant,7192.94,22,4364.62,0,0,Carte
934,20,M,Courant,3748.65,31,1804.56,0,14,Placement
935,44,M,Épargne,2361.51,21,2168.3,0,14,Carte
936,46,F,Épargne,4594.04,23,2812.56,0,5,Crédit
937,49,F,Courant,3399.92,16,2007.52,0,11,Carte
938,67,M,Épargne,4872.95,27,2629.54,0,7,Carte
939,68,M,Épargne,7474.88,20,3187.72,0,6,Crédit
940,36,M,Épargne,4085.4,14,2536.97,0,1,Carte
941,38,F,Courant,4914.35,16,3052.93,0,11,Assurance
942,22,M,Courant,5116.05,22,3756.81,0,4,Carte
943,35,F,Premium,6696.86,24,4262.09,0,13,Carte
944,45,F,Épargne,506.22,19,2519.05,0,10,Placement
945,59,F,Courant,3786.6,17,2956.01,0,3,Placement
946,39,M,Courant,5422.57,21,2006.04,0,8,Crédit
947,38,F,Courant,7400.16,27,2963.84,0,9,Crédit
948,23,M,Premium,4016.2,27,2633.5,0,0,Placement
949,18,F,Épargne,1246.89,19,2282.05,0,11,Assurance
950,22,M,Courant,6239.42,22,2042.41,0,5,Carte
951,58,F,Courant,3729.28,15,2913.63,0,2,Assurance
952,29,M,Épargne,2620.67,13,1260.05,0,10,Assurance
953,43,F,Épargne,3751.31,13,841.19,0,8,Placement
954,63,M,Courant,4630.95,24,3096.54,0,4,Crédit
955,51,M,Épargne,3790.51,14,819.91,0,12,Carte
956,66,M,Premium,588.87,15,998.72,0,5,Crédit
957,31,M,Courant,6794.13,25,2072.71,1,10,Assurance
958,43,F,Épargne,7549.75,22,2632.36,0,8,Assurance
959,62,F,Courant,6303.04,22,2529.73,0,8,Crédit
960,44,M,Épargne,2724.63,22,3738.98,0,7,Crédit
961,26,F,Épargne,4597.02,26,4183.95,0,8,Placement
962,43,M,Épargne,4986.96,15,1709.22,0,3,Crédit
963,64,M,Épargne,6197.59,16,1600.89,0,5,Crédit
964,39,F,Courant,6336.68,27,2631.7,0,4,Placement
965,64,M,Premium,3531.65,22,3654.18,0,4,Crédit
966,47,M,Épargne,5163.99,19,1098.41,0,3,Assurance
967,60,F,Courant,5914.56,29,1505.77,0,1,Crédit
968,65,M,Épargne,7911.64,26,4402.62,0,11,Carte
969,34,M,Épargne,6409.01,16,1945.15,0,5,Assurance
970,43,M,Courant,6578.11,17,1183.75,0,8,Placement
971,53,M,Épargne,5167.65,22,1877.37,0,11,Assurance
972,18,F,Premium,7820.92,16,3038.01,0,0,Placement
973,25,F,Courant,5819.53,22,3936.36,0,13,Carte
974,66,F,Premium,3277.82,25,3911.69,0,6,Carte
975,52,M,Courant,7806.74,22,2691.34,0,5,Assurance
976,69,M,Courant,6395.81,21,2689.02,0,2,Crédit
977,32,F,Courant,4113.91,17,3336.87,0,0,Assurance
978,64,M,Épargne,4041.01,17,3312.71,0,12,Assurance
979,39,M,Épargne,5593.15,20,1645.81,0,3,Carte
980,31,M,Courant,5926.37,32,5493.3,0,14,Placement
981,43,M,Courant,5394.58,17,1352.97,0,13,Assurance
982,45,F,Épargne,5622.62,17,1394.52,0,8,Crédit
983,40,F,Courant,8399.91,18,2725.45,0,14,Carte
984,31,F,Épargne,7143.09,22,2436.5,0,1,Assurance
985,41,M,Épargne,5381.27,25,4743.29,0,2,Assurance
986,19,F,Épargne,6882.62,12,760.22,0,1,Crédit
987,62,F,Premium,2934.95,14,1774.2,0,13,Assurance
988,43,M,Courant,5795.85,28,5257.79,0,1,Assurance
989,31,M,Premium,8618.61,25,4640.43,0,9,Assurance
990,68,F,Épargne,4563.91,23,1690.03,0,10,Assurance
991,24,F,Épargne,3304.73,15,1574.93,0,10,Crédit
992,20,F,Courant,3695.82,22,3143.1,0,7,Assurance
993,64,F,Épargne,2820.73,18,1330.37,0,2,Assurance
994,40,M,Courant,3430.48,25,4880.08,0,6,Assurance
995,63,F,Courant,4258.98,24,4493.1,0,7,Carte
996,60,F,Courant,2188.87,26,1951.11,0,2,Crédit
997,64,M,Épargne,5031.24,21,1431.64,0,1,Carte
998,62,F,Épargne,6804.55,19,1193.41,0,12,Carte
999,35,M,Épargne,3184.49,13,2423.42,0,12,Crédit
1000,55,M,Épargne,8038.57,26,2055.13,0,7,Carte
